date_id,employee_id,team_id,manager_id,process_id,country_id,shift_id,leave_id,login_hours,productive_hours,idle_hours,overtime_hours,cases_completed,cases_reopened,average_handle_time,quality_score,csat_score,adherence_percent,attendance_status,escalation_count
20250226,E0340,T005,M004,P004,C005,S001,,9.56,7.89,1.67,0.56,43,1,11.66,99.2,3.6,97.66,Present,2
20250901,E0221,T002,M006,P004,C001,S002,,9.23,6.69,2.54,0.23,39,1,8.38,88.34,4.75,98.28,Present,2
20250107,E0006,T003,M004,P003,C004,S003,,9.36,7.06,2.3,0.36,110,5,10.4,87.72,4.06,87.25,Present,3
20250221,E0070,T004,M002,P001,C004,S004,,8.5,7.1,1.4,0,48,1,8.33,98.29,4.25,86.71,Present,0
20250126,E0097,T004,M004,P002,C001,S001,,9.32,7.9,1.42,0.32,66,2,9.97,92.43,4.1,92.27,Present,3
20251107,E0195,T003,M001,P005,C004,S003,,8.3,6.61,1.69,0,49,0,4.14,89.15,4.27,92.88,Present,2
20250517,E0045,T003,M004,P002,C002,S002,,8.63,6.42,2.21,0,81,4,9.32,89.11,4.01,99.88,Present,3
20250820,E0360,T003,M004,P005,C002,S003,,8.27,6.18,2.09,0,35,3,8.74,91.42,4.38,91.68,Present,3
20250804,E0364,T004,M001,P002,C002,S003,,9.53,8.28,1.25,0.53,92,2,6.29,85.95,4.43,90.39,Present,3
20251130,E0120,T001,M006,P001,C002,S002,,7.7,6.45,1.25,0,79,5,7,88.53,4.88,97.23,Present,1
20250103,E0288,T002,M004,P001,C001,S002,,8.4,6.77,1.63,0,58,4,11.16,92.74,4.82,96.99,Present,3
20250405,E0399,T003,M001,P002,C001,S002,,10.2,8.61,1.59,1.2,43,3,4.55,87.42,4.42,90.7,Present,3
20250410,E0432,T005,M006,P004,C004,S004,,8.19,6.34,1.85,0,90,5,8.87,95.16,4.77,93.73,Present,3
20250721,E0317,T006,M004,P004,C004,S003,,8.6,6.76,1.84,0,47,0,11.31,96.53,4.25,85.83,Present,0
20250618,E0126,T005,M001,P003,C004,S004,,7.82,6.33,1.49,0,80,2,8.35,98.03,3.7,90.51,Present,0
20251214,E0050,T002,M001,P001,C003,S003,,9.55,8.16,1.39,0.55,103,0,6.21,89.54,4.42,96.3,Present,0
20250407,E0034,T003,M005,P005,C005,S003,L004,0,0,0,0,0,0,0,0,0,0,Leave,0
20250601,E0367,T003,M001,P001,C005,S002,,10.36,9,1.36,1.36,86,4,8.51,95.36,4.59,92.06,Present,2
20250912,E0248,T001,M001,P004,C005,S004,,9.3,8,1.3,0.3,69,1,6.64,88.12,4.01,88.69,Present,0
20250420,E0335,T003,M005,P003,C004,S003,,7.79,6.42,1.37,0,57,2,7.72,93.98,4.31,95.89,WFH,3
20251225,E0167,T001,M001,P001,C004,S002,,8.76,7.21,1.55,0,97,5,7.75,99.15,3.72,93.45,Present,0
20250623,E0401,T003,M005,P003,C004,S002,,8.09,5.91,2.18,0,81,1,9.2,85.83,4.23,96.91,Present,1
20250616,E0246,T004,M001,P005,C005,S003,,7.87,6.79,1.08,0,105,1,10.24,87.67,4.94,89.72,Present,1
20250704,E0344,T004,M005,P005,C005,S003,,9.94,7.71,2.23,0.94,86,5,10.01,85.59,4.87,92.54,Present,3
20250119,E0214,T005,M005,P003,C001,S002,,8.34,6.25,2.09,0,73,3,4.42,95.11,3.54,95,Present,3
20250228,E0370,T006,M003,P003,C002,S002,,9.83,8.83,1,0.83,80,2,4.3,97.02,4.97,86.16,Present,0
20250317,E0295,T001,M006,P001,C003,S003,,7.95,5.79,2.16,0,104,3,6.15,90.77,4.8,87.16,WFH,2
20251216,E0326,T004,M006,P005,C004,S003,,7.72,5.61,2.11,0,88,2,4.33,97.05,3.83,93.56,Present,3
20250125,E0150,T006,M001,P001,C005,S002,,7.9,6.4,1.5,0,59,0,8.34,91.52,4.21,95.97,Present,1
20251230,E0063,T002,M005,P003,C005,S003,,9.06,7.15,1.91,0.06,53,1,5.02,94.45,4.39,96.7,Present,0
20250920,E0371,T002,M001,P003,C003,S002,,9.5,8,1.5,0.5,89,5,11.75,94.31,4.53,88.59,Present,2
20251225,E0305,T001,M002,P003,C004,S001,,9.14,8.14,1,0.14,86,5,7.05,96.43,4.09,94.12,Present,3
20250604,E0459,T003,M002,P001,C002,S004,,8.85,6.26,2.59,0,88,3,8.13,95.4,4.17,92.03,Present,2
20251207,E0258,T001,M003,P004,C005,S004,,7.84,5.64,2.2,0,56,0,9.22,95.82,4.61,90.17,Present,0
20251120,E0388,T005,M003,P002,C003,S003,,8.29,7.31,0.98,0,37,0,5.75,88.16,4.23,91.9,Present,2
20250915,E0043,T005,M004,P003,C004,S001,,9.88,8.47,1.41,0.88,49,2,4.52,95.22,3.6,95.35,Present,2
20251209,E0335,T003,M003,P005,C002,S002,,8.87,6.23,2.64,0,85,2,9.92,87.2,3.95,95.68,Present,3
20251214,E0042,T001,M001,P001,C004,S002,,9.65,8.36,1.29,0.65,51,4,6.63,93.89,4.41,90.64,Present,3
20250727,E0491,T003,M004,P003,C005,S002,,8.79,7,1.79,0,40,0,8.39,90.13,4.09,86.31,Present,0
20250828,E0010,T006,M004,P005,C005,S003,,10.33,7.9,2.43,1.33,40,4,8.59,93.63,3.51,86.79,Present,3
20250629,E0130,T006,M001,P005,C002,S002,,8.76,6.48,2.28,0,49,5,4.79,98.25,3.71,87.39,Present,2
20250318,E0414,T006,M003,P005,C002,S003,,10.37,7.46,2.91,1.37,108,4,8.77,96.56,4.89,99.78,Present,3
20250111,E0136,T006,M006,P003,C002,S004,,9.64,7.31,2.33,0.64,58,2,10.45,98.79,4.17,89.31,WFH,2
20250313,E0223,T003,M001,P004,C005,S004,,10.17,7.5,2.67,1.17,56,2,6.05,96.76,3.69,88.29,WFH,1
20250520,E0161,T004,M004,P001,C001,S003,,10.06,7.08,2.98,1.06,41,4,6.18,97.85,4.79,85.19,Present,3
20250809,E0430,T004,M002,P001,C002,S004,,9.08,7.38,1.7,0.08,59,4,10.52,89.86,4.68,90.99,Present,1
20251116,E0222,T003,M003,P003,C002,S004,,9.56,8.06,1.5,0.56,81,0,6.32,99.17,4.94,91.52,Present,1
20251005,E0290,T004,M002,P001,C003,S002,,9.67,6.95,2.72,0.67,95,3,5.7,92.98,4.09,90.09,Present,3
20250803,E0184,T005,M005,P001,C002,S002,,8.88,6.35,2.53,0,68,1,9.47,96.18,3.92,92,Present,0
20250204,E0434,T001,M002,P002,C004,S001,,7.92,6.37,1.55,0,60,5,5.02,95.13,3.51,97.37,Present,3
20250625,E0493,T003,M004,P002,C002,S003,,9.25,6.57,2.68,0.25,70,1,9.07,96,4.75,86.18,Present,2
20250227,E0185,T005,M003,P005,C005,S004,,7.64,5.82,1.82,0,69,4,8.48,86.1,4.09,96.17,WFH,3
20250408,E0307,T003,M001,P004,C004,S003,,10.09,8.68,1.41,1.09,67,4,10.8,86.57,4.12,95.03,Present,2
20250826,E0150,T002,M001,P004,C004,S003,,9.88,7.84,2.04,0.88,44,0,10.52,97.75,4.24,93.65,Present,0
20250603,E0423,T005,M004,P001,C002,S004,,7.56,6.04,1.52,0,40,4,7.22,85.72,3.81,86.35,Present,3
20250724,E0201,T005,M004,P004,C004,S004,,9.52,7.5,2.02,0.52,55,2,4.74,99.04,4.55,95.85,Present,3
20250603,E0496,T002,M005,P003,C003,S001,,8.84,6.39,2.45,0,103,3,9.33,96.11,4.21,89.09,Present,2
20250618,E0183,T002,M003,P003,C001,S002,,9.19,7.81,1.38,0.19,50,1,4.36,98.49,3.56,93.53,Present,2
20250105,E0311,T002,M005,P002,C003,S002,,7.61,5.86,1.75,0,51,0,8.54,89.28,3.72,90.31,Present,1
20251120,E0496,T002,M006,P001,C002,S001,,8.82,6.34,2.48,0,56,1,5.18,99.91,4.91,95.23,Present,3
20250525,E0313,T003,M003,P003,C001,S001,,8.14,6.3,1.84,0,92,3,11.86,86.98,4.26,97.18,Present,0
20250409,E0079,T003,M006,P005,C004,S001,,7.98,6.92,1.06,0,97,3,10.47,86.71,4.59,93.73,Present,1
20250921,E0140,T003,M005,P003,C001,S004,,10.18,7.2,2.98,1.18,35,5,8.66,97.21,3.68,86.79,Present,2
20250603,E0214,T001,M001,P003,C005,S001,,7.78,6.29,1.49,0,60,2,7.08,96.94,3.61,89.11,WFH,0
20251027,E0314,T005,M001,P001,C001,S001,,8.17,6.46,1.71,0,84,0,11.78,89.73,4.09,96.78,Present,3
20251207,E0285,T004,M006,P002,C005,S003,,8.68,6.78,1.9,0,83,3,6.12,91.49,3.95,86.2,Present,1
20250916,E0024,T006,M005,P002,C001,S001,,10.31,8.55,1.76,1.31,84,2,6.56,98.48,4.97,88.38,Present,1
20250914,E0356,T001,M006,P003,C004,S004,,8.14,6.84,1.3,0,94,5,10.82,96.96,4.58,86.82,Present,2
20250731,E0169,T005,M001,P004,C003,S003,,10.23,8.78,1.45,1.23,74,0,7.98,99.32,4.23,87.36,Present,2
20250224,E0278,T002,M004,P002,C003,S004,,9.62,8.64,0.98,0.62,86,3,4.54,98.03,4.97,97.12,Present,1
20250808,E0404,T005,M004,P004,C003,S001,,8.2,7.01,1.19,0,102,4,4.27,88.28,4.5,85.7,Present,2
20250615,E0269,T003,M001,P002,C001,S001,,8.85,6.34,2.51,0,98,5,5.99,91.83,4.04,97.97,Present,0
20251228,E0074,T006,M002,P004,C005,S002,,8.63,6.97,1.66,0,44,5,5.61,89.87,4.32,97.52,Present,3
20250824,E0500,T004,M005,P002,C005,S002,,9.96,8.12,1.84,0.96,81,3,10.51,95.8,3.9,86.54,Present,3
20250621,E0211,T001,M003,P002,C005,S001,,9.9,8.88,1.02,0.9,84,4,5.91,90.89,4.98,86.73,WFH,0
20251011,E0442,T005,M005,P005,C003,S004,,8.43,6.06,2.37,0,43,0,9.48,98.11,3.98,92.58,Present,0
20251005,E0090,T006,M005,P002,C002,S004,,7.84,6.51,1.33,0,92,0,11.59,92.58,4.12,89.24,WFH,0
20251005,E0303,T003,M005,P004,C003,S004,,9.16,7.35,1.81,0.16,81,2,8.01,91.78,3.74,89.53,Present,3
20251030,E0404,T002,M006,P005,C003,S004,,10.26,9.04,1.22,1.26,67,4,10.5,87,4.7,92.45,Present,1
20250514,E0387,T002,M002,P003,C004,S001,,8.74,7.46,1.28,0,95,2,9.35,87.64,3.89,99.44,Present,0
20250125,E0239,T005,M006,P003,C001,S003,,10.22,8.21,2.01,1.22,74,5,8.1,90.71,3.59,86.69,Present,3
20251218,E0238,T006,M004,P001,C005,S004,,9.66,7.37,2.29,0.66,109,2,7.68,96.95,4.82,97.43,Present,0
20250816,E0228,T002,M004,P001,C002,S003,,7.53,6.52,1.01,0,101,1,4.24,85.71,4.5,86.44,Present,2
20250614,E0379,T002,M001,P003,C004,S003,,9.97,7.01,2.96,0.97,76,1,9.26,85.93,4.51,97.71,Present,0
20250922,E0202,T003,M002,P001,C003,S003,,7.97,6.41,1.56,0,66,0,5.96,94.4,3.52,93.87,WFH,2
20250912,E0186,T003,M004,P002,C003,S002,,10.05,8.31,1.74,1.05,60,2,10.79,86.48,4.44,94.85,Present,3
20250924,E0195,T004,M006,P004,C002,S004,,10.39,7.89,2.5,1.39,71,2,10.46,94.36,4.81,97.05,WFH,2
20250426,E0484,T006,M005,P004,C004,S003,,9.09,6.64,2.45,0.09,88,2,11.83,92.02,4.44,94.21,Present,3
20250901,E0310,T003,M005,P001,C003,S001,L007,0,0,0,0,0,0,0,0,0,0,Leave,0
20250315,E0440,T004,M001,P002,C002,S003,,8.81,7.2,1.61,0,78,2,4.38,85.78,3.64,90.77,Present,1
20251120,E0300,T004,M001,P003,C005,S004,,8.3,7.1,1.2,0,99,1,10.23,98.53,3.59,90.98,Present,3
20250104,E0104,T004,M005,P004,C004,S001,,7.96,6.68,1.28,0,36,1,9.6,94.3,4.55,85.79,Present,1
20250913,E0414,T006,M005,P002,C002,S004,,8.53,7.11,1.42,0,38,2,6.75,97.75,4.04,89.48,Present,1
20250812,E0250,T003,M001,P003,C004,S004,,10.39,7.98,2.41,1.39,108,1,11.51,95.01,4.13,97.93,Present,0
20250703,E0355,T005,M005,P005,C001,S002,,8.7,6.9,1.8,0,101,3,8.24,99.61,3.66,99.05,Present,0
20250415,E0168,T004,M004,P001,C003,S001,,8.67,7.35,1.32,0,53,1,8.03,90.29,4.76,89.3,WFH,3
20250209,E0101,T004,M003,P001,C005,S003,,9.8,8.1,1.7,0.8,91,5,10.39,95.46,4.14,98.89,Present,1
20250218,E0342,T006,M003,P005,C003,S001,,7.9,5.75,2.15,0,67,5,10.29,98.05,4.64,85.55,Present,3
20250212,E0196,T006,M002,P004,C004,S004,,8.97,7.8,1.17,0,104,3,4.36,88.45,3.73,88.5,Present,0
20250925,E0291,T005,M004,P003,C003,S002,,10.28,8.77,1.51,1.28,100,0,8.42,97.6,4.89,85.96,WFH,2
20251011,E0379,T001,M006,P002,C002,S001,,8.54,7.67,0.87,0,86,0,5.2,99.9,4.98,91.66,Present,2
20250630,E0162,T006,M006,P001,C001,S002,,9.64,7.47,2.17,0.64,60,2,8.9,94.48,4.99,95.9,Present,3
20250311,E0338,T002,M002,P002,C002,S003,,9.27,6.54,2.73,0.27,40,3,11.13,96.11,3.81,99.33,Present,0
20250811,E0426,T006,M003,P001,C001,S003,L003,0,0,0,0,0,0,0,0,0,0,Leave,0
20251226,E0365,T004,M001,P001,C004,S001,,9.53,7.75,1.78,0.53,105,2,11.28,89.11,3.57,92.39,Present,3
20250626,E0028,T005,M002,P004,C004,S001,,10.26,9.22,1.04,1.26,77,4,10.57,97.82,3.6,98.49,Present,3
20251003,E0143,T005,M003,P003,C005,S003,,8.97,7.44,1.53,0,84,5,9.26,96.81,4.57,91.75,Present,1
20251211,E0171,T006,M004,P005,C002,S001,,8.04,6.86,1.18,0,43,2,10.16,98.28,4.69,94.8,Present,3
20250910,E0115,T003,M004,P001,C004,S003,,10.05,8.57,1.48,1.05,106,5,7.05,99.03,4.34,89.46,Present,0
20250414,E0134,T005,M005,P001,C002,S004,,7.89,6.14,1.75,0,68,0,6.3,98.66,3.99,97.71,Present,0
20250816,E0477,T003,M001,P002,C005,S002,,8.38,6.43,1.95,0,94,4,9.7,94.76,4.4,85.87,Present,2
20251026,E0388,T004,M003,P003,C003,S002,,9.45,7.41,2.04,0.45,86,4,6.91,85.9,4.47,85.86,Present,2
20250503,E0279,T006,M002,P001,C002,S003,,10.14,7.62,2.52,1.14,44,1,8.56,88.39,3.83,93.95,Present,2
20250817,E0216,T004,M005,P005,C001,S004,,8.03,6.05,1.98,0,47,1,11.43,98.55,3.58,95.89,Present,3
20251108,E0489,T002,M006,P005,C003,S001,,8.94,6.66,2.28,0,72,2,11.31,89.42,4.29,97.88,Present,0
20250513,E0347,T004,M005,P001,C001,S004,,8.85,6.81,2.04,0,35,4,11.86,94.35,4.08,86.86,Present,0
20250915,E0059,T006,M004,P002,C002,S003,L006,0,0,0,0,0,0,0,0,0,0,Leave,0
20250928,E0030,T003,M002,P001,C004,S002,,8.56,7.06,1.5,0,44,5,9.92,92.71,4.11,99.22,WFH,0
20250227,E0101,T001,M005,P004,C002,S004,,8.4,7.04,1.36,0,63,3,10.55,89.35,4.11,91.08,Present,1
20250219,E0054,T006,M002,P001,C003,S004,,8.57,7.46,1.11,0,74,2,7.12,97.18,4.29,87.43,Present,2
20250913,E0013,T003,M005,P003,C005,S002,,8.12,6.36,1.76,0,57,1,9.97,90.25,3.93,86.68,Present,3
20250211,E0458,T001,M002,P004,C005,S002,,8.45,6.48,1.97,0,43,2,4.65,95.08,4.09,90.33,WFH,0
20250908,E0274,T006,M006,P004,C002,S001,,9.45,6.64,2.81,0.45,88,5,5.73,93.85,4.45,99.8,Present,1
20251101,E0107,T003,M003,P005,C003,S001,,9.66,7.61,2.05,0.66,76,0,11.34,94.76,4.22,93.62,Present,3
20250510,E0181,T001,M002,P005,C001,S001,,7.5,6.11,1.39,0,76,4,8.17,89.15,4.62,86.99,WFH,3
20250418,E0233,T003,M002,P001,C003,S003,,9.52,7.22,2.3,0.52,72,2,4.25,96.74,4.88,93.65,WFH,0
20250829,E0402,T001,M003,P002,C003,S001,,9.41,6.78,2.63,0.41,100,0,11.61,95.47,3.86,91.95,Present,3
20250609,E0391,T001,M005,P002,C004,S003,,7.62,5.49,2.13,0,53,3,11.46,85.35,4.69,86.29,Present,2
20250219,E0082,T002,M004,P005,C003,S003,,8.47,7.51,0.96,0,96,0,7.79,87.89,4.61,96.15,Present,3
20250930,E0395,T006,M005,P001,C003,S001,,9,7.22,1.78,0,47,0,5.69,93.16,4.27,95.38,Present,3
20251209,E0435,T005,M006,P001,C002,S001,,9.97,7.06,2.91,0.97,72,2,7.73,88.14,4.84,92.68,Present,3
20250707,E0286,T001,M003,P001,C005,S003,,9.08,6.49,2.59,0.08,92,4,4.98,95.93,4.5,86.73,Present,1
20250409,E0444,T002,M006,P002,C004,S003,,7.61,6.66,0.95,0,75,2,9.02,85.39,4.22,89.92,WFH,0
20250421,E0288,T002,M001,P002,C005,S001,,9.41,8.1,1.31,0.41,52,4,7.62,96.27,4.05,90.22,Present,2
20250712,E0405,T006,M002,P001,C004,S004,,8.68,6.54,2.14,0,85,2,6.77,90.25,4.73,85.67,WFH,1
20251006,E0369,T003,M005,P002,C001,S003,,9.15,7.4,1.75,0.15,89,1,6.16,96.19,3.97,91.88,Present,0
20250724,E0063,T001,M003,P001,C001,S002,,9.13,8.2,0.93,0.13,67,0,7.05,94.68,4.58,96.77,Present,3
20250902,E0087,T006,M002,P003,C004,S004,,7.89,5.78,2.11,0,43,0,6.98,97.66,4.26,92.94,Present,3
20250521,E0023,T001,M001,P001,C001,S004,,7.77,6.43,1.34,0,54,1,4.73,88.06,4.77,94.64,Present,0
20250731,E0409,T001,M004,P001,C001,S003,,8.17,7.27,0.9,0,39,5,7.23,95.17,4.11,95.8,Present,3
20250314,E0108,T001,M003,P001,C004,S002,,8.83,7.88,0.95,0,97,4,11.48,93.46,4.26,99.36,Present,0
20251106,E0090,T004,M005,P004,C001,S004,,9.89,8.13,1.76,0.89,106,5,10.15,95.26,4.09,86.87,Present,3
20251026,E0376,T002,M002,P004,C005,S001,,9.21,7.55,1.66,0.21,106,2,6.49,96.32,3.76,95.23,Present,3
20251102,E0146,T001,M004,P001,C004,S003,L005,0,0,0,0,0,0,0,0,0,0,Leave,0
20250909,E0049,T003,M005,P001,C003,S004,,9.77,7.54,2.23,0.77,101,3,10.3,92.08,3.85,88.62,Present,3
20251226,E0391,T005,M002,P001,C003,S003,,9.05,7.89,1.16,0.05,53,3,8.43,92.14,4.76,92.97,WFH,1
20250325,E0094,T004,M001,P003,C003,S002,,8.14,6.94,1.2,0,85,4,4.17,98.48,3.78,86.35,Present,3
20251107,E0190,T005,M002,P002,C005,S001,,8.19,6.55,1.64,0,40,1,11.95,95.39,3.79,87.51,Present,3
20250629,E0321,T002,M002,P005,C003,S004,,8,6.81,1.19,0,49,4,7.3,95.78,4.86,99.52,Present,1
20250209,E0390,T006,M006,P001,C005,S002,,9.41,6.74,2.67,0.41,61,0,6.44,98.41,3.87,93.06,Present,0
20250804,E0124,T001,M003,P001,C005,S003,,9.62,8.49,1.13,0.62,51,3,5.11,91.2,4.31,98.93,Present,3
20251007,E0152,T006,M006,P005,C005,S003,,7.64,6.52,1.12,0,72,5,9.87,90.32,4.88,98.05,Present,2
20250301,E0499,T006,M001,P002,C004,S004,,9,7.53,1.47,0,40,2,6.04,95.14,4.5,88.81,Present,1
20250614,E0263,T003,M003,P005,C004,S004,,7.86,6.38,1.48,0,39,2,8.64,93.1,3.99,93.86,Present,0
20251015,E0061,T001,M006,P003,C004,S004,L003,0,0,0,0,0,0,0,0,0,0,Leave,0
20250608,E0028,T001,M005,P003,C001,S004,,8.09,7.01,1.08,0,90,5,6.09,92.99,4.9,89.68,Present,2
20250412,E0026,T001,M004,P003,C003,S002,,10.13,8.44,1.69,1.13,51,1,8.61,97.61,4.99,93.5,Present,2
20250729,E0053,T004,M003,P002,C001,S002,,8.12,6.69,1.43,0,62,1,8.52,94.17,3.78,95.48,Present,2
20250816,E0085,T006,M004,P005,C004,S003,,10.09,7.94,2.15,1.09,87,1,5.49,91.1,4.24,90.26,Present,2
20250919,E0316,T005,M002,P003,C001,S003,,8.8,7.14,1.66,0,59,4,11.52,96.31,3.63,97.45,Present,2
20251214,E0253,T001,M005,P004,C005,S003,,7.73,6.36,1.37,0,108,5,10.69,87.86,3.99,90.77,Present,1
20250616,E0074,T001,M002,P003,C005,S004,L003,0,0,0,0,0,0,0,0,0,0,Leave,0
20250516,E0187,T004,M002,P003,C003,S002,L006,0,0,0,0,0,0,0,0,0,0,Leave,0
20250106,E0389,T005,M006,P003,C002,S004,,8.04,6.66,1.38,0,110,4,4.55,90.99,4.26,91.46,Present,3
20250321,E0438,T005,M006,P004,C003,S001,,9.07,6.93,2.14,0.07,89,0,10.02,87.62,4.79,98.04,Present,3
20250807,E0448,T002,M004,P004,C001,S003,,7.71,5.97,1.74,0,78,3,5.03,95.25,4.67,96.48,Present,2
20250426,E0204,T005,M004,P004,C001,S003,L008,0,0,0,0,0,0,0,0,0,0,Leave,0
20250819,E0392,T001,M002,P001,C004,S003,,9.44,6.61,2.83,0.44,75,3,5.16,97.05,4.9,85.21,Present,1
20250828,E0213,T005,M005,P003,C002,S002,,8.63,6.64,1.99,0,92,5,8.84,90.16,3.67,99.38,Present,1
20250504,E0181,T005,M006,P005,C005,S001,,7.92,6.15,1.77,0,58,5,5.47,98.4,3.68,94.76,WFH,2
20251210,E0134,T005,M006,P004,C002,S003,,8.53,6.4,2.13,0,97,3,8.1,86.62,4.97,87.41,Present,1
20250313,E0104,T006,M002,P002,C002,S003,L004,0,0,0,0,0,0,0,0,0,0,Leave,0
20250816,E0095,T004,M004,P001,C004,S003,,7.68,6.61,1.07,0,107,0,7.17,85.19,4.67,99.05,Present,0
20251013,E0087,T004,M005,P002,C005,S002,L008,0,0,0,0,0,0,0,0,0,0,Leave,0
20251128,E0162,T006,M005,P005,C003,S001,L003,0,0,0,0,0,0,0,0,0,0,Leave,0
20250517,E0118,T003,M006,P004,C001,S004,,8.35,6.68,1.67,0,75,2,6.57,87.06,3.85,95.35,Present,3
20251008,E0198,T004,M006,P001,C003,S002,,9.54,6.92,2.62,0.54,52,2,8.33,94.49,4.25,98.27,Present,0
20250203,E0315,T002,M006,P003,C004,S004,,9.94,8.93,1.01,0.94,59,0,11.51,99.86,3.52,93.48,Present,1
20250413,E0085,T004,M002,P005,C003,S001,,7.94,6.85,1.09,0,62,1,11.91,92.97,4.22,89.81,Present,1
20250625,E0331,T006,M004,P003,C004,S003,,8.12,7.15,0.97,0,54,4,10.18,95.73,4.73,97.13,Present,2
20251230,E0294,T001,M005,P001,C001,S004,,9.39,7.7,1.69,0.39,63,1,5.53,98.37,4.53,88.02,Present,0
20250307,E0424,T002,M004,P001,C002,S003,,7.78,6.91,0.87,0,43,2,7.07,93.6,4.08,88.1,Present,3
20250220,E0140,T001,M002,P002,C005,S001,,9.43,7.35,2.08,0.43,70,4,7.2,98.47,4.5,95.96,Present,2
20250111,E0266,T006,M006,P005,C003,S001,,9.69,8.37,1.32,0.69,71,0,5.29,96.8,4.24,96.42,Present,0
20250913,E0251,T003,M003,P004,C002,S001,,9.53,7.86,1.67,0.53,39,5,6.48,87.87,4.78,99.04,Present,2
20250814,E0242,T002,M004,P003,C005,S003,,9.29,8.16,1.13,0.29,63,0,4.66,92.27,4.44,94.43,Present,1
20251127,E0198,T006,M003,P001,C004,S004,,8.13,7.23,0.9,0,63,4,6.49,94.19,3.96,87.44,WFH,1
20251128,E0171,T006,M004,P005,C001,S004,,10.49,8.21,2.28,1.49,64,5,11.04,95.06,4.32,87.83,Present,0
20250430,E0213,T003,M004,P002,C004,S002,,8.52,6.6,1.92,0,84,0,9.6,99.11,4.32,88.33,Present,0
20250522,E0340,T004,M003,P002,C005,S001,,9.05,7.93,1.12,0.05,92,1,4.21,85.85,4.18,90.86,Present,0
20251116,E0199,T004,M001,P005,C001,S002,L005,0,0,0,0,0,0,0,0,0,0,Leave,0
20250912,E0133,T003,M003,P002,C004,S003,L006,0,0,0,0,0,0,0,0,0,0,Leave,0
20250529,E0224,T001,M006,P002,C004,S002,,8.85,7.34,1.51,0,79,3,4.24,90.37,3.9,96.77,Present,2
20250904,E0409,T004,M006,P002,C004,S004,,8.22,6.85,1.37,0,101,4,10.01,95.69,3.61,95.64,Present,2
20250511,E0258,T006,M006,P003,C002,S004,,9.75,8.47,1.28,0.75,97,4,4.3,94.86,4.64,93.09,Present,0
20250120,E0038,T001,M002,P003,C004,S004,,8.69,7.66,1.03,0,37,0,4.34,88.33,4.7,85.72,Present,1
20251124,E0248,T002,M002,P002,C004,S002,,9.88,6.97,2.91,0.88,43,4,7.81,85.39,4.84,87.74,Present,1
20250726,E0272,T001,M003,P002,C001,S002,,9.24,8.05,1.19,0.24,104,5,8.86,90.29,3.51,91.03,Present,0
20251213,E0160,T003,M004,P003,C001,S002,,10.23,8.17,2.06,1.23,72,3,8.32,86.01,4.4,95.17,Present,3
20250509,E0030,T001,M002,P004,C004,S004,,10.41,8.77,1.64,1.41,46,3,5.01,98.79,4.03,95.29,Present,0
20251124,E0264,T006,M003,P005,C005,S002,,10.05,7.69,2.36,1.05,57,2,7,86.78,4.43,93.4,Present,0
20250228,E0370,T004,M006,P005,C004,S002,,10.03,9.01,1.02,1.03,86,2,9.32,92.99,3.86,91.45,Present,0
20250124,E0095,T006,M006,P002,C002,S003,,10.1,8.33,1.77,1.1,65,2,6.72,92.03,3.63,96.08,Present,3
20250222,E0002,T002,M002,P004,C004,S002,,9.87,8.37,1.5,0.87,74,2,7.75,97.47,4.99,94.55,WFH,0
20251012,E0063,T002,M001,P002,C003,S002,,9.74,7.83,1.91,0.74,77,3,9.49,94.51,3.5,94.13,Present,1
20251105,E0318,T004,M005,P005,C004,S003,,8.98,7.44,1.54,0,89,5,5.46,99.5,4.25,97.86,Present,0
20250618,E0284,T003,M004,P002,C004,S003,,8.25,5.8,2.45,0,66,5,6.81,93.46,4.07,98.51,Present,2
20250221,E0474,T006,M003,P003,C001,S003,,8.59,7.1,1.49,0,90,5,7.16,98.99,4.04,93.32,Present,2
20250410,E0261,T006,M005,P005,C003,S002,,10.26,8.32,1.94,1.26,40,0,4.37,85.31,3.68,99.8,Present,0
20250403,E0282,T006,M001,P001,C001,S003,,7.79,5.95,1.84,0,62,1,4.48,98.99,3.51,89.84,Present,2
20250325,E0333,T004,M006,P004,C004,S002,,8.58,6.35,2.23,0,40,0,9.16,88.8,4.91,88.85,WFH,3
20251203,E0324,T003,M004,P003,C004,S002,,8.67,6.4,2.27,0,91,2,8.08,90.19,4.27,95.6,WFH,2
20250416,E0344,T001,M006,P005,C004,S004,,9.7,7.23,2.47,0.7,103,3,6.47,89.8,4,99.78,Present,3
20250626,E0147,T002,M004,P001,C001,S004,,7.6,5.33,2.27,0,72,3,11.53,98.34,4.81,85.15,Present,0
20250715,E0353,T004,M003,P002,C005,S003,,10.38,7.42,2.96,1.38,87,5,10.51,95.37,3.87,92.58,Present,3
20250403,E0304,T002,M003,P002,C004,S001,,8.25,6.92,1.33,0,91,1,4.76,91.52,4.31,91.29,Present,1
20250309,E0402,T006,M004,P001,C001,S003,,8.77,6.85,1.92,0,106,3,4.79,97.41,3.64,88.25,Present,0
20250604,E0368,T001,M002,P003,C003,S002,,9.24,8.3,0.94,0.24,37,5,6.65,97.22,4.43,99.59,Present,1
20250206,E0019,T001,M003,P002,C002,S004,,9.37,7.2,2.17,0.37,69,5,8.31,86.5,3.93,92.76,Present,1
